email_age,business_age,inqury_count,business_sales_k,free_email_domain,business_state,business_current_customer,business_credit,EVENT_LABEL
34.0,45.0,11.0,4028.0,0,NY,True,845,legit
26.0,54.0,11.0,5261.0,0,OK,False,265,legit
38.0,57.0,12.0,5592.0,1,AL,False,784,legit
36.0,51.0,7.0,3515.0,1,RI,False,697,legit
35.0,56.0,13.0,5664.0,0,CT,False,508,legit
33.0,61.0,13.0,5682.0,0,MT,False,396,legit
33.0,45.0,12.0,4556.0,0,VT,False,336,legit
22.0,63.0,4.0,4231.0,0,PA,True,550,fraud
31.0,50.0,12.0,4808.0,0,AZ,False,106,legit
34.0,46.0,10.0,4087.0,0,IA,True,301,legit
26.0,44.0,12.0,4323.0,0,UT,True,48,legit
24.0,50.0,8.0,5031.0,0,IL,True,952,legit
38.0,38.0,10.0,3331.0,1,AR,False,881,legit
38.0,96.0,6.0,2701.0,1,LA,False,612,fraud
32.0,45.0,8.0,3596.0,1,IL,False,727,legit
32.0,55.0,13.0,5169.0,0,MI,False,158,legit
35.0,39.0,11.0,3448.0,0,PA,False,639,legit
40.0,56.0,11.0,4967.0,0,HI,False,119,legit
32.0,62.0,8.0,5178.0,1,KS,False,854,legit
25.0,62.0,11.0,5972.0,0,NC,True,490,legit
29.0,77.0,5.0,3703.0,0,SD,False,560,fraud
30.0,49.0,11.0,4899.0,0,CT,False,425,legit
31.0,87.0,7.0,2776.0,1,MS,False,188,fraud
28.0,68.0,12.0,5801.0,1,IA,False,287,legit
33.0,57.0,9.0,4641.0,1,NH,True,662,legit
36.0,62.0,10.0,5320.0,0,GA,False,898,legit
40.0,65.0,4.0,4208.0,0,LA,True,31,fraud
32.0,42.0,9.0,3394.0,1,AZ,False,319,legit
34.0,61.0,11.0,6145.0,0,OH,False,244,legit
44.0,40.0,10.0,2691.0,1,MA,True,504,legit
37.0,38.0,10.0,2771.0,1,TN,False,518,legit
30.0,69.0,10.0,5474.0,1,NH,True,496,fraud
25.0,63.0,12.0,6042.0,1,IL,True,653,fraud
26.0,64.0,10.0,4954.0,0,MA,False,530,legit
36.0,54.0,12.0,4184.0,0,AZ,False,984,legit
15.0,57.0,13.0,6541.0,1,DE,False,513,fraud
37.0,80.0,11.0,6886.0,1,AL,False,747,legit
33.0,61.0,8.0,4576.0,1,VA,False,980,fraud
27.0,61.0,10.0,6092.0,1,OR,False,265,fraud
36.0,50.0,12.0,4463.0,0,CT,False,808,legit
39.0,34.0,11.0,2406.0,1,TX,False,702,legit
26.0,59.0,10.0,4740.0,0,OH,False,519,legit
45.0,90.0,9.0,7888.0,0,HI,False,349,legit
34.0,54.0,10.0,4877.0,1,NY,False,401,fraud
43.0,76.0,6.0,3840.0,0,WI,False,537,fraud
24.0,45.0,11.0,4210.0,0,OK,False,244,legit
25.0,45.0,11.0,4666.0,0,SC,False,934,legit
34.0,61.0,10.0,3170.0,1,ID,False,334,fraud
17.0,72.0,13.0,6553.0,1,MN,False,209,fraud
31.0,51.0,17.0,5193.0,0,TN,True,874,legit
33.0,70.0,10.0,5105.0,1,AL,True,833,fraud
49.0,74.0,12.0,7399.0,1,NE,False,995,legit
21.0,47.0,13.0,4975.0,0,NM,False,847,legit
35.0,64.0,10.0,5942.0,0,NJ,False,896,legit
34.0,28.0,10.0,1339.0,1,LA,False,86,legit
37.0,54.0,13.0,5263.0,0,NC,False,226,legit
17.0,68.0,9.0,6581.0,1,NV,False,717,fraud
39.0,46.0,10.0,5200.0,0,OH,False,48,legit
36.0,42.0,11.0,2694.0,1,ME,False,26,legit
32.0,43.0,16.0,4892.0,0,WI,False,340,legit
23.0,70.0,9.0,6361.0,1,CO,False,843,fraud
41.0,63.0,9.0,5107.0,0,MT,True,870,legit
21.0,55.0,17.0,6557.0,0,MT,False,610,legit
29.0,84.0,10.0,6696.0,1,VT,False,883,legit
18.0,45.0,15.0,4519.0,0,GA,False,157,legit
22.0,53.0,10.0,5486.0,0,ME,False,391,legit
47.0,70.0,11.0,5208.0,1,NY,False,539,legit
36.0,61.0,11.0,5089.0,1,OR,False,374,legit
10.0,89.0,9.0,7544.0,1,ND,True,170,fraud
40.0,84.0,5.0,3623.0,1,NM,False,337,fraud
27.0,74.0,10.0,4394.0,1,MT,False,951,legit
39.0,85.0,10.0,5778.0,1,VA,False,482,legit
34.0,65.0,15.0,6464.0,1,MI,False,646,legit
38.0,30.0,6.0,900.0,1,SD,False,842,legit
23.0,54.0,12.0,5491.0,0,SD,False,203,legit
29.0,56.0,17.0,6706.0,0,DE,False,437,legit
21.0,75.0,12.0,5412.0,1,DE,False,436,fraud
47.0,53.0,13.0,4041.0,0,NM,False,204,legit
38.0,37.0,10.0,2984.0,1,WI,False,228,legit
39.0,94.0,13.0,7537.0,1,SC,False,7,legit
26.0,79.0,7.0,5811.0,1,AZ,False,621,fraud
18.0,65.0,11.0,5700.0,1,HI,False,904,fraud
42.0,43.0,13.0,3348.0,1,IA,False,803,legit
38.0,54.0,9.0,5513.0,0,ND,False,756,legit
26.0,54.0,9.0,4864.0,0,OR,False,710,legit
35.0,58.0,13.0,6184.0,0,ND,False,191,legit
29.0,33.0,11.0,3303.0,1,WV,False,351,legit
32.0,60.0,4.0,3568.0,1,VT,True,110,fraud
41.0,82.0,5.0,3614.0,1,MI,False,355,fraud
33.0,38.0,9.0,2923.0,1,MI,False,754,legit
35.0,69.0,10.0,6536.0,0,VA,False,387,legit
33.0,57.0,12.0,4210.0,1,CO,True,764,legit
24.0,69.0,9.0,5793.0,1,CO,True,565,fraud
37.0,92.0,2.0,2783.0,1,AL,True,885,fraud
32.0,68.0,10.0,6074.0,0,ND,False,0,legit
39.0,37.0,12.0,3867.0,0,OK,False,893,legit
25.0,53.0,9.0,5048.0,1,MN,False,550,legit
46.0,87.0,3.0,3690.0,1,MO,True,874,fraud
32.0,66.0,10.0,4743.0,1,AZ,False,566,legit
40.0,60.0,9.0,5715.0,0,MA,False,164,legit
15.0,55.0,8.0,4322.0,0,WY,False,720,legit
44.0,49.0,10.0,5838.0,0,NY,True,115,legit
33.0,53.0,10.0,4572.0,0,PA,True,839,legit
44.0,46.0,14.0,5810.0,1,OH,True,814,legit
30.0,43.0,9.0,3473.0,1,NC,False,427,legit
35.0,72.0,11.0,5487.0,1,IN,True,977,legit
35.0,35.0,11.0,2760.0,1,RI,True,82,legit
31.0,77.0,11.0,3047.0,1,NC,False,324,fraud
46.0,35.0,13.0,2795.0,0,KY,False,567,legit
26.0,65.0,7.0,4926.0,0,HI,False,848,legit
39.0,54.0,7.0,3903.0,1,MA,False,614,legit
16.0,56.0,9.0,3265.0,1,NE,True,243,legit
45.0,65.0,14.0,7174.0,0,IN,True,40,legit
37.0,50.0,13.0,4750.0,0,NM,True,81,legit
26.0,47.0,10.0,3716.0,1,VT,True,356,legit
37.0,70.0,13.0,6117.0,1,TN,False,822,legit
23.0,77.0,12.0,5860.0,1,NV,False,827,fraud
37.0,42.0,11.0,4466.0,1,PA,False,874,fraud
27.0,56.0,10.0,3978.0,1,AK,False,326,fraud
40.0,42.0,7.0,2978.0,1,WV,True,102,legit
26.0,50.0,13.0,5112.0,0,ME,True,664,legit
38.0,32.0,11.0,2845.0,0,SC,False,192,legit
24.0,75.0,10.0,5863.0,1,NM,False,896,fraud
14.0,41.0,11.0,3733.0,0,VA,False,105,legit
25.0,67.0,11.0,5337.0,0,ND,False,897,legit
38.0,49.0,13.0,4609.0,0,MI,True,459,legit
43.0,45.0,11.0,5169.0,0,ID,False,93,legit
32.0,49.0,10.0,4746.0,0,IL,False,583,legit
45.0,52.0,9.0,4042.0,1,GA,False,854,fraud
26.0,47.0,12.0,6166.0,0,HI,False,185,fraud
30.0,43.0,11.0,4051.0,1,CT,False,265,legit
37.0,53.0,10.0,4754.0,0,WA,False,509,legit
36.0,37.0,8.0,5417.0,0,NM,False,390,fraud
33.0,42.0,13.0,4103.0,0,CT,False,121,legit
32.0,82.0,10.0,6479.0,1,NE,False,779,legit
34.0,50.0,12.0,4225.0,0,CT,True,122,legit
14.0,34.0,13.0,1667.0,1,SD,False,9,legit
39.0,48.0,9.0,5580.0,0,ME,False,923,fraud
31.0,87.0,11.0,7202.0,1,VA,False,364,legit
42.0,40.0,13.0,3664.0,0,NV,False,433,legit
39.0,29.0,9.0,2152.0,1,UT,False,994,legit
42.0,70.0,11.0,6626.0,1,KY,True,454,legit
33.0,38.0,10.0,5044.0,1,WA,True,172,fraud
36.0,70.0,13.0,5476.0,1,MS,False,490,legit
26.0,47.0,9.0,4210.0,1,MN,True,331,legit
44.0,44.0,11.0,3374.0,0,DE,False,379,legit
40.0,69.0,9.0,5595.0,0,DC,False,800,legit
23.0,64.0,11.0,5599.0,0,AZ,False,716,legit
29.0,60.0,11.0,4362.0,1,MT,False,644,legit
42.0,47.0,11.0,4049.0,0,HI,False,169,legit
33.0,52.0,10.0,4380.0,0,RI,False,109,legit
36.0,31.0,6.0,2308.0,1,WV,False,794,legit
27.0,57.0,9.0,4455.0,0,NY,False,915,legit
28.0,71.0,12.0,5025.0,1,SD,True,345,legit
34.0,54.0,9.0,5175.0,0,NY,False,459,legit
19.0,64.0,11.0,6192.0,1,PA,False,175,fraud
26.0,53.0,11.0,5509.0,0,FL,False,308,legit
27.0,79.0,10.0,7209.0,0,SC,False,746,legit
38.0,45.0,8.0,5057.0,0,AR,False,392,fraud
45.0,78.0,10.0,6152.0,1,KS,True,796,legit
12.0,66.0,13.0,6399.0,1,KY,False,939,fraud
32.0,43.0,10.0,3689.0,1,HI,False,145,legit
39.0,46.0,12.0,3798.0,0,HI,False,346,legit
39.0,53.0,14.0,6341.0,0,CT,True,11,legit
26.0,77.0,8.0,3476.0,0,MA,False,167,fraud
21.0,69.0,9.0,6633.0,1,HI,False,260,fraud
36.0,51.0,9.0,4182.0,1,NY,False,213,legit
21.0,45.0,12.0,5101.0,0,MD,True,625,legit
40.0,81.0,15.0,6932.0,1,NH,False,779,legit
37.0,48.0,11.0,4540.0,0,HI,False,605,legit
27.0,44.0,9.0,4208.0,1,WV,True,569,legit
37.0,57.0,8.0,4178.0,1,VA,True,264,legit
33.0,71.0,11.0,6614.0,0,MN,False,129,legit
31.0,50.0,10.0,4377.0,0,UT,True,562,legit
33.0,46.0,14.0,4746.0,0,CT,True,28,legit
41.0,74.0,10.0,5821.0,1,CT,True,352,legit
31.0,47.0,12.0,4796.0,0,IA,False,130,legit
37.0,84.0,10.0,6255.0,1,VT,True,722,legit
28.0,69.0,6.0,4160.0,0,MS,False,700,fraud
33.0,60.0,11.0,6055.0,0,OK,False,966,legit
26.0,41.0,11.0,4038.0,1,IL,True,57,legit
40.0,50.0,11.0,5098.0,0,WY,True,359,legit
31.0,57.0,10.0,4904.0,1,AR,False,777,fraud
36.0,55.0,11.0,4313.0,1,MN,False,729,legit
43.0,48.0,10.0,3898.0,1,TX,False,633,legit
37.0,47.0,13.0,4127.0,1,IA,True,909,legit
36.0,56.0,7.0,4509.0,1,DE,True,281,fraud
31.0,40.0,10.0,3955.0,0,RI,True,484,legit
37.0,48.0,15.0,4783.0,0,KY,False,286,legit
23.0,73.0,12.0,5181.0,1,DE,False,760,fraud
32.0,45.0,12.0,4296.0,0,WI,False,341,legit
36.0,48.0,10.0,3559.0,1,MN,False,94,legit
37.0,58.0,10.0,4920.0,0,VA,False,379,legit
31.0,45.0,11.0,4025.0,1,VA,False,692,legit
33.0,47.0,11.0,4964.0,0,ID,False,347,legit
31.0,56.0,10.0,5896.0,0,MS,True,589,legit
28.0,83.0,5.0,3186.0,1,RI,False,457,fraud
25.0,60.0,14.0,3762.0,1,AR,False,525,legit
36.0,53.0,8.0,4417.0,0,WA,False,11,fraud
32.0,47.0,8.0,4003.0,1,VA,True,811,legit
26.0,55.0,12.0,5256.0,1,NY,True,213,fraud
33.0,78.0,7.0,3394.0,1,NH,False,878,fraud
39.0,70.0,11.0,7045.0,0,WY,False,100,legit
25.0,56.0,11.0,4219.0,0,OR,False,828,legit
33.0,73.0,10.0,6190.0,0,TX,False,849,legit
30.0,44.0,10.0,4446.0,0,AL,False,160,legit
39.0,35.0,9.0,2072.0,1,OK,False,573,legit
36.0,100.0,3.0,2903.0,1,MN,True,77,fraud
33.0,54.0,13.0,7409.0,0,LA,False,177,legit
42.0,48.0,15.0,4467.0,0,MD,False,511,legit
35.0,75.0,11.0,6582.0,0,AL,False,971,legit
44.0,80.0,14.0,8875.0,1,NH,False,120,legit
37.0,60.0,12.0,6222.0,0,WA,True,289,legit
34.0,53.0,12.0,4731.0,0,CA,False,62,legit
36.0,52.0,13.0,4781.0,1,MT,False,534,legit
43.0,61.0,10.0,5734.0,1,NY,True,466,fraud
28.0,53.0,13.0,4812.0,1,WA,True,544,legit
28.0,50.0,11.0,3964.0,0,MA,False,557,legit
36.0,56.0,10.0,4428.0,0,CA,False,37,legit
39.0,63.0,14.0,6285.0,1,NV,False,459,legit
30.0,85.0,5.0,2838.0,1,ME,True,653,fraud
50.0,39.0,14.0,3404.0,0,CT,False,878,legit
41.0,58.0,7.0,4819.0,0,CA,False,42,fraud
22.0,72.0,10.0,4906.0,1,CO,False,700,legit
31.0,68.0,11.0,6253.0,0,OK,False,121,legit
22.0,48.0,12.0,5349.0,0,AL,False,678,legit
28.0,52.0,6.0,3627.0,1,WA,False,877,legit
33.0,68.0,5.0,3878.0,1,NH,False,735,fraud
33.0,64.0,11.0,6715.0,0,IN,False,746,legit
37.0,55.0,11.0,4842.0,0,PA,False,527,legit
24.0,53.0,11.0,3626.0,1,NC,True,55,legit
26.0,45.0,11.0,3990.0,0,MI,False,93,legit
45.0,66.0,11.0,5181.0,1,IA,False,672,legit
35.0,52.0,9.0,3596.0,1,HI,False,632,legit
40.0,34.0,10.0,2724.0,1,WY,False,153,legit
30.0,43.0,8.0,3432.0,1,NY,False,812,legit
35.0,50.0,11.0,3749.0,0,NV,False,584,legit
33.0,54.0,11.0,4683.0,1,MA,False,254,legit
22.0,55.0,10.0,5275.0,0,FL,False,371,legit
30.0,64.0,10.0,5844.0,0,WV,False,776,legit
30.0,71.0,11.0,5760.0,0,KS,True,442,legit
32.0,82.0,3.0,2939.0,1,MA,True,303,fraud
31.0,63.0,7.0,4100.0,0,TN,False,403,fraud
37.0,41.0,8.0,3413.0,1,MI,True,348,legit
35.0,55.0,9.0,4380.0,0,WY,True,883,fraud
34.0,33.0,7.0,1848.0,1,VT,True,165,legit
23.0,39.0,9.0,3963.0,1,TN,False,142,legit
39.0,48.0,15.0,4783.0,0,FL,False,52,legit
34.0,65.0,11.0,4047.0,0,MD,False,354,fraud
41.0,38.0,15.0,3594.0,0,KS,False,785,legit
26.0,65.0,10.0,5444.0,0,ME,True,673,legit
35.0,61.0,10.0,5612.0,0,MN,True,393,legit
24.0,53.0,12.0,5678.0,0,MN,False,851,legit
31.0,44.0,11.0,4602.0,0,SD,False,955,legit
38.0,70.0,12.0,6216.0,1,MT,False,324,legit
35.0,40.0,5.0,2929.0,1,UT,False,398,legit
32.0,50.0,9.0,4121.0,1,NH,False,704,legit
36.0,52.0,7.0,4453.0,0,ME,True,529,fraud
30.0,61.0,11.0,5217.0,1,VT,False,243,legit
37.0,43.0,11.0,3382.0,0,CT,False,303,legit
20.0,55.0,8.0,4657.0,0,NH,False,719,fraud
28.0,40.0,11.0,5025.0,1,SD,False,956,fraud
37.0,64.0,12.0,4722.0,1,WY,False,167,legit
31.0,46.0,11.0,4150.0,0,MT,False,702,legit
43.0,62.0,12.0,5252.0,1,NC,True,787,legit
32.0,73.0,11.0,6187.0,1,DC,False,384,legit
36.0,43.0,10.0,2912.0,1,KS,True,913,legit
36.0,76.0,8.0,8040.0,0,MD,False,732,legit
35.0,57.0,8.0,4402.0,0,WI,False,375,legit
35.0,32.0,10.0,2658.0,1,IA,False,519,legit
26.0,68.0,13.0,5829.0,1,IL,False,229,legit
39.0,56.0,3.0,5352.0,0,ID,True,488,fraud
37.0,80.0,10.0,5573.0,1,MI,False,429,legit
35.0,36.0,10.0,2888.0,1,SD,True,632,legit
43.0,44.0,11.0,3607.0,0,VT,False,971,legit
28.0,45.0,13.0,4085.0,0,WY,True,438,legit
36.0,46.0,15.0,5133.0,0,LA,False,915,legit
46.0,39.0,7.0,2295.0,1,WA,False,915,legit
30.0,73.0,7.0,3443.0,0,ID,True,172,fraud
28.0,79.0,10.0,7422.0,0,VA,False,337,legit
36.0,44.0,12.0,4339.0,0,KY,False,523,legit
30.0,29.0,11.0,3183.0,1,AR,False,179,legit
32.0,47.0,11.0,5532.0,1,ND,False,311,fraud
28.0,45.0,9.0,3997.0,1,AL,False,102,legit
31.0,52.0,10.0,4904.0,0,WY,False,128,legit
22.0,59.0,12.0,4176.0,1,FL,False,220,legit
33.0,54.0,12.0,5177.0,0,IN,False,329,legit
37.0,94.0,5.0,2702.0,1,WY,False,63,fraud
29.0,69.0,10.0,5480.0,0,SC,False,963,legit
37.0,47.0,10.0,3749.0,1,MD,False,112,legit
35.0,61.0,8.0,3949.0,0,AZ,False,163,fraud
35.0,47.0,9.0,3731.0,0,DE,False,475,legit
34.0,45.0,9.0,3470.0,0,IN,True,476,legit
41.0,63.0,11.0,4765.0,1,ID,False,977,legit
28.0,55.0,13.0,4721.0,1,AL,True,604,fraud
29.0,52.0,10.0,4075.0,0,KY,False,182,legit
44.0,98.0,10.0,8613.0,1,NY,False,170,legit
33.0,72.0,11.0,5153.0,1,IL,False,442,legit
28.0,60.0,13.0,4331.0,1,ND,False,901,legit
38.0,38.0,9.0,2448.0,0,OK,False,464,legit
35.0,61.0,10.0,5365.0,0,SC,False,111,legit
37.0,48.0,10.0,4006.0,0,NY,False,3,legit
39.0,55.0,11.0,4314.0,1,MA,False,143,legit
34.0,74.0,8.0,3262.0,1,NV,False,909,fraud
39.0,44.0,12.0,3635.0,0,NE,True,351,legit
24.0,50.0,11.0,4878.0,0,SD,True,818,legit
24.0,62.0,10.0,6079.0,1,LA,True,496,fraud
25.0,38.0,10.0,2799.0,1,IA,False,638,legit
41.0,60.0,11.0,5364.0,1,ND,True,222,legit
33.0,85.0,11.0,6696.0,1,SD,True,421,legit
30.0,63.0,12.0,5629.0,0,OR,True,922,legit
32.0,60.0,14.0,5332.0,1,ID,False,30,legit
32.0,47.0,11.0,5660.0,0,CA,False,686,legit
29.0,61.0,11.0,4898.0,0,NH,False,566,legit
29.0,58.0,9.0,5530.0,1,OK,False,293,fraud
42.0,40.0,10.0,3532.0,0,ND,False,900,legit
37.0,44.0,10.0,3610.0,1,SC,False,643,legit
23.0,65.0,13.0,6890.0,0,CO,False,975,legit
36.0,47.0,14.0,4720.0,0,OK,False,28,legit
40.0,52.0,8.0,4511.0,0,NV,False,179,legit
33.0,52.0,6.0,4126.0,1,VA,False,364,legit
40.0,70.0,5.0,3786.0,1,UT,False,624,fraud
38.0,66.0,10.0,6658.0,0,MO,True,150,legit
36.0,60.0,10.0,6519.0,0,TN,False,584,legit
39.0,64.0,7.0,3786.0,1,LA,False,200,fraud
29.0,71.0,10.0,5917.0,0,CA,False,400,legit
32.0,24.0,11.0,2493.0,1,LA,False,556,legit
39.0,53.0,15.0,5020.0,0,LA,False,841,legit
30.0,67.0,13.0,6966.0,0,MI,False,90,legit
30.0,43.0,10.0,4059.0,1,NM,True,114,legit
35.0,54.0,11.0,6221.0,0,OR,False,531,legit
27.0,43.0,8.0,4283.0,1,IA,False,243,legit
25.0,67.0,10.0,6353.0,1,AL,False,51,fraud
38.0,45.0,11.0,3728.0,0,VA,False,518,legit
32.0,43.0,14.0,4363.0,0,NM,False,331,legit
28.0,50.0,11.0,5313.0,0,MD,False,811,legit
47.0,67.0,12.0,7463.0,0,TN,True,151,legit
32.0,81.0,4.0,3407.0,1,NV,True,99,fraud
29.0,47.0,9.0,3409.0,1,IN,False,413,legit
29.0,61.0,13.0,4800.0,1,FL,False,661,fraud
35.0,53.0,13.0,4836.0,1,WI,False,99,legit
24.0,84.0,6.0,2771.0,0,LA,True,359,fraud
34.0,39.0,12.0,4486.0,0,KY,False,757,legit
28.0,49.0,14.0,5108.0,0,ID,False,178,legit
27.0,63.0,13.0,5729.0,1,WY,True,126,fraud
49.0,38.0,10.0,2532.0,1,MT,False,321,legit
39.0,53.0,7.0,4470.0,1,OR,True,183,fraud
24.0,72.0,15.0,6932.0,1,NC,True,396,legit
39.0,59.0,12.0,4332.0,1,MD,True,849,legit
27.0,46.0,10.0,4646.0,0,NJ,False,968,legit
30.0,63.0,8.0,4626.0,1,GA,False,247,legit
23.0,61.0,11.0,4545.0,1,IA,False,304,legit
25.0,68.0,11.0,5600.0,1,NV,False,137,fraud
39.0,31.0,12.0,2411.0,1,FL,False,718,legit
38.0,82.0,11.0,5789.0,1,NH,False,476,legit
38.0,51.0,9.0,3848.0,1,IA,False,669,legit
45.0,76.0,8.0,6119.0,1,TN,False,756,legit
24.0,45.0,8.0,3311.0,1,CO,True,737,legit
34.0,67.0,9.0,4352.0,1,OK,False,517,fraud
27.0,53.0,10.0,4607.0,0,SC,False,670,legit
34.0,63.0,10.0,4493.0,1,NY,True,431,legit
38.0,40.0,10.0,3053.0,1,NM,False,82,legit
26.0,64.0,12.0,6987.0,0,KY,True,983,legit
26.0,48.0,14.0,5645.0,0,WY,False,915,legit
32.0,35.0,9.0,2829.0,1,NY,False,960,legit
40.0,36.0,13.0,4513.0,0,RI,False,890,legit
34.0,61.0,12.0,5610.0,0,CO,False,274,legit
28.0,46.0,11.0,2614.0,1,NV,False,541,legit
31.0,53.0,7.0,4801.0,1,IN,False,112,legit
35.0,74.0,11.0,6356.0,1,AR,False,223,legit
32.0,65.0,12.0,5897.0,1,ME,True,730,legit
48.0,79.0,13.0,7935.0,1,GA,False,368,legit
29.0,75.0,11.0,5507.0,1,FL,True,927,legit
32.0,44.0,12.0,3972.0,0,VT,False,5,legit
27.0,46.0,9.0,6334.0,1,DC,False,726,fraud
33.0,59.0,11.0,5588.0,0,NH,False,98,legit
16.0,66.0,12.0,6310.0,1,HI,False,224,fraud
26.0,79.0,10.0,6745.0,0,MO,False,864,legit
35.0,67.0,8.0,4821.0,0,RI,False,990,legit
38.0,51.0,11.0,4022.0,1,MI,False,112,legit
35.0,41.0,8.0,3237.0,1,IN,False,467,legit
32.0,42.0,10.0,3431.0,1,DC,True,787,legit
29.0,50.0,12.0,5210.0,0,IL,False,4,legit
33.0,62.0,8.0,3321.0,1,WI,False,152,fraud
30.0,52.0,11.0,4636.0,0,CT,False,989,legit
35.0,29.0,7.0,1991.0,1,OH,False,345,legit
30.0,62.0,13.0,6364.0,0,ND,False,908,legit
35.0,68.0,9.0,5401.0,0,IL,False,622,legit
17.0,51.0,8.0,4007.0,0,VA,True,90,legit
28.0,64.0,9.0,3989.0,1,WY,False,221,legit
22.0,62.0,11.0,5705.0,1,TN,True,831,fraud
31.0,62.0,11.0,5020.0,1,FL,True,542,legit
35.0,52.0,11.0,4767.0,0,MT,False,325,legit
37.0,48.0,10.0,3590.0,1,CA,True,108,legit
33.0,44.0,10.0,3900.0,1,MO,False,832,legit
31.0,62.0,10.0,3718.0,0,PA,False,625,fraud
29.0,46.0,12.0,5596.0,1,OH,False,344,fraud
25.0,35.0,11.0,4039.0,0,WV,True,588,legit
35.0,44.0,11.0,3443.0,0,OH,False,617,legit
27.0,48.0,14.0,5446.0,0,VT,False,61,legit
40.0,33.0,11.0,2530.0,0,DE,False,542,legit
45.0,62.0,9.0,6383.0,0,NH,False,834,legit
36.0,43.0,11.0,3727.0,1,NV,False,3,legit
8.0,83.0,12.0,7117.0,1,DC,False,429,fraud
30.0,59.0,11.0,4598.0,1,ME,False,134,fraud
37.0,73.0,11.0,8090.0,0,MO,False,363,legit
42.0,65.0,8.0,4442.0,1,IA,True,861,legit
31.0,54.0,12.0,5431.0,0,ME,True,241,legit
31.0,74.0,8.0,5263.0,0,AZ,False,494,legit
25.0,42.0,9.0,3900.0,1,KS,False,16,legit
39.0,74.0,10.0,4404.0,1,NC,False,157,legit
44.0,73.0,10.0,6931.0,1,NY,False,558,legit
33.0,60.0,10.0,3963.0,1,GA,False,455,legit
24.0,63.0,11.0,5999.0,1,MI,False,858,fraud
33.0,50.0,14.0,5295.0,0,UT,False,70,legit
29.0,66.0,9.0,4715.0,1,KS,False,612,legit
26.0,64.0,10.0,5221.0,0,NM,True,269,legit
32.0,71.0,8.0,5074.0,0,OK,True,923,legit
31.0,79.0,6.0,3210.0,1,HI,False,169,fraud
30.0,61.0,12.0,4356.0,1,NY,False,676,legit
22.0,49.0,11.0,3902.0,0,OH,False,157,legit
31.0,74.0,12.0,4830.0,1,KS,True,667,fraud
36.0,65.0,13.0,8144.0,0,KS,False,751,legit
46.0,42.0,11.0,3584.0,0,RI,False,185,legit
34.0,50.0,9.0,6690.0,0,NE,False,992,legit
38.0,47.0,9.0,3982.0,1,CT,False,243,legit
41.0,86.0,6.0,3362.0,1,AZ,False,104,fraud
45.0,43.0,12.0,3541.0,0,KY,True,242,legit
31.0,60.0,16.0,6009.0,0,DE,False,691,legit
30.0,63.0,10.0,4018.0,1,OH,False,693,legit
26.0,71.0,10.0,5929.0,1,MD,False,464,fraud
35.0,40.0,11.0,3792.0,0,NE,False,383,legit
15.0,77.0,10.0,6237.0,1,ME,False,126,fraud
29.0,50.0,13.0,5087.0,0,OK,False,934,legit
32.0,54.0,12.0,4302.0,1,SC,False,134,legit
30.0,54.0,9.0,5589.0,1,RI,False,138,fraud
36.0,76.0,12.0,6198.0,1,RI,False,371,legit
34.0,50.0,10.0,4233.0,1,OH,True,740,legit
29.0,56.0,8.0,4701.0,0,NJ,True,819,fraud
36.0,32.0,12.0,2831.0,0,TX,False,730,legit
46.0,39.0,11.0,2838.0,1,NE,False,746,legit
28.0,59.0,11.0,3402.0,1,KY,False,869,legit
25.0,55.0,8.0,4967.0,1,MA,True,498,legit
41.0,73.0,12.0,7195.0,0,DE,True,302,legit
29.0,52.0,15.0,5727.0,0,MI,False,179,legit
25.0,86.0,8.0,5474.0,1,SC,False,71,fraud
31.0,37.0,10.0,3522.0,1,ND,False,851,legit
38.0,38.0,10.0,4595.0,0,CT,False,98,legit
29.0,48.0,16.0,5189.0,0,WA,False,943,legit
33.0,66.0,11.0,4853.0,1,NH,False,535,legit
29.0,55.0,10.0,4865.0,0,AL,False,595,legit
34.0,58.0,11.0,5416.0,0,NH,True,626,legit
31.0,56.0,9.0,4578.0,1,MS,False,115,legit
41.0,66.0,11.0,6229.0,1,NE,False,817,legit
35.0,55.0,10.0,4570.0,1,MA,True,774,legit
38.0,44.0,9.0,2902.0,1,NC,False,72,legit
31.0,60.0,10.0,5261.0,1,IA,False,272,fraud
39.0,37.0,6.0,2550.0,1,GA,False,317,legit
40.0,81.0,7.0,3293.0,1,MD,True,34,fraud
28.0,90.0,3.0,2421.0,1,MT,True,389,fraud
38.0,54.0,8.0,4411.0,1,RI,False,490,legit
35.0,43.0,10.0,3601.0,1,HI,True,529,legit
24.0,55.0,10.0,3693.0,1,MD,False,730,legit
34.0,45.0,8.0,3128.0,1,ID,False,444,legit
36.0,38.0,11.0,3382.0,0,CO,False,184,legit
39.0,35.0,12.0,3019.0,0,CO,True,513,legit
22.0,62.0,11.0,7128.0,0,KY,True,265,legit
30.0,43.0,10.0,3621.0,1,NM,True,506,legit
36.0,55.0,12.0,5194.0,0,MO,False,406,legit
44.0,31.0,9.0,1660.0,1,PA,False,884,legit
34.0,75.0,10.0,6262.0,0,AL,True,985,legit
30.0,59.0,12.0,7062.0,0,TX,True,870,legit
31.0,65.0,11.0,7004.0,0,CO,False,596,legit
37.0,46.0,12.0,4089.0,0,UT,True,459,legit
24.0,48.0,8.0,4372.0,1,ND,False,69,legit
41.0,53.0,13.0,4676.0,1,ID,False,525,legit
40.0,72.0,11.0,6810.0,1,UT,True,346,legit
